search_term,status,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword_text,match_type,impressions,clicks,cost,conversions,conversion_value,ctr,cpc,is_brand_term,routing_status,routing_reason,natural_intent,blocked_from
best oms,NONE,22740783748,Search - NonBrand,181971021779,OMS,automated order management system,PHRASE,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches OMS theme,OMS,NB - General B2B
cmms for work order management,NONE,22740783748,Search - NonBrand,181971021779,OMS,automated order management system,PHRASE,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches OMS theme,OMS,NB - General B2B
distributed order management,NONE,22740783748,Search - NonBrand,181971021779,OMS,automated order management system,PHRASE,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches OMS theme,OMS,NB - General B2B
esker order management,NONE,22740783748,Search - NonBrand,181971021779,OMS,automated order management system,PHRASE,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches OMS theme,OMS,NB - General B2B
manhattan order management system,NONE,22740783748,Search - NonBrand,181971021779,OMS,automated order management system,PHRASE,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches OMS theme,OMS,"OMS, NB - General B2B"
order express software,NONE,22740783748,Search - NonBrand,181971021779,OMS,automated order management system,PHRASE,2,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
order time,NONE,22740783748,Search - NonBrand,181971021779,OMS,automated order management system,PHRASE,5,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
orderful edi,NONE,22740783748,Search - NonBrand,181971021779,OMS,automated order management system,PHRASE,1,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,OMS
pre order manager,NONE,22740783748,Search - NonBrand,181971021779,OMS,automated order management system,PHRASE,2,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,OMS
purchase order automation software,NONE,22740783748,Search - NonBrand,181971021779,OMS,automated order management system,PHRASE,2,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,OMS
top order management systems,NONE,22740783748,Search - NonBrand,181971021779,OMS,automated order management system,PHRASE,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches OMS theme,OMS,NB - General B2B
order management demo,NONE,22740783748,Search - NonBrand,181971021779,OMS,order management system demo,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches OMS theme,OMS,NB - General B2B
b2b order management,NONE,22740783748,Search - NonBrand,181971021779,OMS,order management system for b2b,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches OMS theme,OMS,"B2C EComm, NB - General B2B"
b2b order management software,NONE,22740783748,Search - NonBrand,181971021779,OMS,order management system for b2b,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches OMS theme,OMS,"B2C EComm, NB - General B2B"
b2b order taking software,NONE,22740783748,Search - NonBrand,181971021779,OMS,order management system for b2b,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected NB - General B2B, but in OMS",NB - General B2B,B2C EComm
b2b ordering platform,NONE,22740783748,Search - NonBrand,181971021779,OMS,order management system for b2b,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected NB - General B2B, but in OMS",NB - General B2B,B2C EComm
b2b order management software,NONE,22740783748,Search - NonBrand,181971021779,OMS,b2b oms software,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches OMS theme,OMS,"B2C EComm, NB - General B2B"
commerce cloud order management,NONE,22740783748,Search - NonBrand,181971021779,OMS,oms for ecommerce businesses,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches OMS theme,OMS,NB - General B2B
ecommerce order and inventory management software,NONE,22740783748,Search - NonBrand,181971021779,OMS,oms for ecommerce businesses,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches OMS theme,OMS,
oms commerce,NONE,22740783748,Search - NonBrand,181971021779,OMS,oms for ecommerce businesses,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches OMS theme,OMS,NB - General B2B
oms e commerce,NONE,22740783748,Search - NonBrand,181971021779,OMS,oms for ecommerce businesses,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches OMS theme,OMS,NB - General B2B
order management for ecommerce,NONE,22740783748,Search - NonBrand,181971021779,OMS,oms for ecommerce businesses,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches OMS theme,OMS,NB - General B2B
what is oms in ecommerce,NONE,22740783748,Search - NonBrand,181971021779,OMS,oms for ecommerce businesses,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches OMS theme,OMS,"B2B EComm, OMS, NB - General B2B"
manufacturing marketplaces,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturing commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,"B2B EComm, B2B EComm"
manufacturing platforms,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturing commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,
manufacturing management system,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturing order management system,EXACT,23,1,65.61,0.0,0.0,4.35,65.61,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,
manufacturing operations management software,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturing order management system,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,
manufacturing operations management systems,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturing order management system,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,
manufacturing operations platform,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturing order management system,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,
manufacturing operations software,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturing order management system,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,
manufacturing order management,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturing order management system,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - Manufacturers",OMS,NB - General B2B
manufacturing order management software,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturing order management system,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - Manufacturers",OMS,NB - General B2B
manufacturing order management system,ADDED,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturing order management system,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - Manufacturers",OMS,NB - General B2B
manufacturing process management software,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturing order management system,EXACT,3,1,333.27,0.0,0.0,33.33,333.27,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,
manufacturing shop management software,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturing order management system,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,
manufacturing work order software,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturing order management system,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,
manufacturing workflow management software,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturing order management system,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,
oms in manufacturing,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturing order management system,EXACT,8,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - Manufacturers",OMS,NB - General B2B
order management software for manufacturing,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturing order management system,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - Manufacturers",OMS,NB - General B2B
order management system for manufacturing,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturing order management system,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - Manufacturers",OMS,NB - General B2B
b2b ecommerce for manufacturers,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturer ecommerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,B2C EComm
best ecommerce platform for manufacturers,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturer ecommerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,
e commerce manufacturing company,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturer ecommerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,
ecommerce for manufacturers,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturer ecommerce platform,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,
ecommerce manufacturing,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturer ecommerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,
ecommerce solution for manufacturing,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturer ecommerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,
manufacturer b2b ecommerce,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturer ecommerce platform,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,B2C EComm
manufacturer e commerce,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturer ecommerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,
manufacturer ecommerce,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturer ecommerce platform,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,
manufacturer marketplace,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturer ecommerce platform,EXACT,5,1,18.41,0.0,0.0,20.0,18.41,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,B2B EComm
manufacturers marketplace,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturer ecommerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,B2B EComm
manufacturing e commerce,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturer ecommerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,
manufacturing ecommerce,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturer ecommerce platform,EXACT,5,1,36.72,0.0,0.0,20.0,36.72,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,
manufacturing ecommerce platform,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturer ecommerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,
manufacturing ecommerce software,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturer ecommerce platform,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,
manufacturing marketplaces,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturer ecommerce platform,EXACT,4,1,44.23,0.0,0.0,25.0,44.23,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,"B2B EComm, B2B EComm"
b2b oms,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,order management system for b2b,EXACT,1,1,36.23,0.0,0.0,100.0,36.23,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - Manufacturers",OMS,"B2C EComm, NB - General B2B"
b2b order management,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,order management system for b2b,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - Manufacturers",OMS,"B2C EComm, NB - General B2B"
b2b order management software,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,order management system for b2b,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - Manufacturers",OMS,"B2C EComm, NB - General B2B"
b2b order software,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,order management system for b2b,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected NB - General B2B, but in NB - Manufacturers",NB - General B2B,B2C EComm
b2b order taking software,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,order management system for b2b,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected NB - General B2B, but in NB - Manufacturers",NB - General B2B,B2C EComm
b2b ordering platform,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,order management system for b2b,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected NB - General B2B, but in NB - Manufacturers",NB - General B2B,B2C EComm
b2b ordering system,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,order management system for b2b,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected NB - General B2B, but in NB - Manufacturers",NB - General B2B,B2C EComm
b2b sales order management software,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,order management system for b2b,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - Manufacturers",OMS,"B2C EComm, NB - General B2B"
b2b manufacturing marketplace,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturer b2b portal,EXACT,2,1,36.37,0.0,0.0,50.0,36.37,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,"B2B EComm, B2C EComm"
manufacturing quote software,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturing quote automation,EXACT,2,1,104.98,0.0,0.0,50.0,104.98,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,
manufacturing quoting software,NONE,22740783748,Search - NonBrand,184871850702,NB - Manufacturers,manufacturing quote automation,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Manufacturers theme,NB - Manufacturers,
bulk inventory management,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale inventory management system,EXACT,5,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - Wholesalers",OMS,
inventory management for wholesale,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale inventory management system,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - Wholesalers",OMS,
inventory management software for wholesale,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale inventory management system,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - Wholesalers",OMS,
inventory management system wholesale,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale inventory management system,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - Wholesalers",OMS,
inventory software for wholesale,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale inventory management system,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - Wholesalers",OMS,
supplier inventory management system,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale inventory management system,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - Wholesalers",OMS,
supply chain software for wholesale,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale inventory management system,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale inventory management,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale inventory management system,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - Wholesalers",OMS,
wholesale inventory management software,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale inventory management system,EXACT,44,1,91.3,0.0,0.0,2.27,91.3,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - Wholesalers",OMS,
wholesale inventory software,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale inventory management system,EXACT,6,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - Wholesalers",OMS,
wholesale management software,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale inventory management system,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale management system,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale inventory management system,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale order management,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale inventory management system,EXACT,6,1,112.24,0.0,0.0,16.67,112.24,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - Wholesalers",OMS,NB - General B2B
wholesale order management software,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale inventory management system,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - Wholesalers",OMS,NB - General B2B
wholesale system,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale inventory management system,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
ecommerce platform for distributors,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale distribution platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected NB - Distributors, but in NB - Wholesalers",NB - Distributors,
online wholesale marketplace,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale distribution platform,EXACT,5,1,16.22,0.0,0.0,20.0,16.22,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,B2B EComm
online wholesale ordering platform,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale distribution platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
online wholesale platform,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale distribution platform,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
online wholesale platforms,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale distribution platform,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
where to sell wholesale products online,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale distribution platform,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale distribution online,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale distribution platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale distribution system,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale distribution platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale market online,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale distribution platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale marketplace online,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale distribution platform,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,B2B EComm
wholesale online platform,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale distribution platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale ordering platform,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale distribution platform,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale platform,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale distribution platform,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale platforms,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale distribution platform,EXACT,46,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale selling platforms,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale distribution platform,EXACT,6,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale websites for business,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale distribution platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale websites for retailers,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale distribution platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesalers for online business,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale distribution platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesalers websites,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale distribution platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesaling websites,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale distribution platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
b2b wholesale ecommerce platform,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale ecommerce platform,EXACT,3,1,173.22,0.0,0.0,33.33,173.22,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,B2C EComm
b2b wholesale platform,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale ecommerce platform,EXACT,9,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,B2C EComm
b2b wholesale platforms,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale ecommerce platform,EXACT,8,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,B2C EComm
best ecommerce platform for wholesale,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale ecommerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
best wholesale ecommerce platform,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale ecommerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
best wholesale platform,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale ecommerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
best wholesale platforms,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale ecommerce platform,EXACT,5,1,42.65,0.0,0.0,20.0,42.65,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
bulk ecommerce,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale ecommerce platform,EXACT,2,1,56.34,0.0,0.0,50.0,56.34,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
commerce wholesale,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale ecommerce platform,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
digital wholesale platform,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale ecommerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
e commerce wholesale,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale ecommerce platform,EXACT,1,1,4.77,0.0,0.0,100.0,4.77,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
